im_name,accuracy,psnr,snr
Tsukuba_f_0_32_14.png,88.68,14.17,7.38
Tsukuba_f_0_32_15.png,88.99,14.22,7.43
Tsukuba_f_0_32_16.png,87.33,15.83,9.04
Tsukuba_f_0_32_17.png,83.25,12.64,5.85
Tsukuba_f_0_32_18.png,88.63,14.18,7.39
Tsukuba_f_0_32_2.png,88.6,14.17,7.38
Tsukuba_f_0_32_3.png,88.6,14.17,7.38
Tsukuba_f_0_32_4.png,88.6,14.17,7.38
Tsukuba_f_0_32_5.png,88.59,14.17,7.38
Tsukuba_f_0_32_6.png,88.59,14.17,7.38
Tsukuba_f_0_32_7.png,88.59,14.17,7.38
Tsukuba_f_0_32_8.png,88.59,14.17,7.38
Tsukuba_f_0_32_9.png,88.58,14.17,7.38
Tsukuba_f_0_33_0.png,88.6,14.17,7.38
Tsukuba_f_0_33_1.png,88.6,14.17,7.38
Tsukuba_f_0_33_10.png,88.59,14.17,7.38
Tsukuba_f_0_33_11.png,88.56,14.17,7.38
Tsukuba_f_0_33_12.png,88.6,14.17,7.38
Tsukuba_f_0_33_13.png,88.78,14.2,7.41
Tsukuba_f_0_33_14.png,88.68,14.17,7.38
Tsukuba_f_0_33_15.png,88.99,14.22,7.43
Tsukuba_f_0_33_16.png,87.33,15.83,9.04
Tsukuba_f_0_33_17.png,83.25,12.64,5.85
Tsukuba_f_0_33_18.png,88.63,14.18,7.39
Tsukuba_f_0_33_2.png,88.6,14.17,7.38
Tsukuba_f_0_33_3.png,88.6,14.17,7.38
Tsukuba_f_0_33_4.png,88.6,14.17,7.38
Tsukuba_f_0_33_5.png,88.59,14.17,7.38
Tsukuba_f_0_33_6.png,88.59,14.17,7.38
Tsukuba_f_0_33_7.png,88.58,14.17,7.38
Tsukuba_f_0_33_8.png,88.58,14.17,7.38
Tsukuba_f_0_33_9.png,88.58,14.17,7.38
Tsukuba_f_0_34_0.png,88.6,14.17,7.38
Tsukuba_f_0_34_1.png,88.6,14.17,7.38
Tsukuba_f_0_34_10.png,88.59,14.17,7.38
Tsukuba_f_0_34_11.png,88.56,14.17,7.38
Tsukuba_f_0_34_12.png,88.6,14.17,7.38
Tsukuba_f_0_34_13.png,88.78,14.2,7.41
Tsukuba_f_0_34_14.png,88.68,14.17,7.38
Tsukuba_f_0_34_15.png,88.99,14.22,7.43
Tsukuba_f_0_34_16.png,87.33,15.83,9.04
Tsukuba_f_0_34_17.png,83.25,12.64,5.85
Tsukuba_f_0_34_18.png,88.63,14.18,7.39
Tsukuba_f_0_34_2.png,88.6,14.17,7.38
Tsukuba_f_0_34_3.png,88.6,14.17,7.38
Tsukuba_f_0_34_4.png,88.6,14.17,7.38
Tsukuba_f_0_34_5.png,88.59,14.17,7.38
Tsukuba_f_0_34_6.png,88.59,14.17,7.38
Tsukuba_f_0_34_7.png,88.58,14.17,7.38
Tsukuba_f_0_34_8.png,88.58,14.17,7.38
Tsukuba_f_0_34_9.png,88.58,14.17,7.38
Tsukuba_f_0_35_0.png,88.6,14.17,7.38
Tsukuba_f_0_35_1.png,88.6,14.17,7.38
Tsukuba_f_0_35_10.png,88.59,14.17,7.38
Tsukuba_f_0_35_11.png,88.56,14.17,7.38
Tsukuba_f_0_35_12.png,88.6,14.17,7.38
Tsukuba_f_0_35_13.png,88.78,14.2,7.41
Tsukuba_f_0_35_14.png,88.68,14.17,7.38
Tsukuba_f_0_35_15.png,88.99,14.22,7.43
Tsukuba_f_0_35_16.png,87.33,15.83,9.04
Tsukuba_f_0_35_17.png,83.25,12.64,5.85
Tsukuba_f_0_35_18.png,88.63,14.18,7.39
Tsukuba_f_0_35_2.png,88.6,14.17,7.38
Tsukuba_f_0_35_3.png,88.6,14.17,7.38
Tsukuba_f_0_35_4.png,88.6,14.17,7.38
Tsukuba_f_0_35_5.png,88.59,14.17,7.38
Tsukuba_f_0_35_6.png,88.58,14.17,7.38
Tsukuba_f_0_35_7.png,88.58,14.17,7.38
Tsukuba_f_0_35_8.png,88.58,14.17,7.38
Tsukuba_f_0_35_9.png,88.58,14.17,7.38
Tsukuba_f_0_36_0.png,88.6,14.17,7.38
Tsukuba_f_0_36_1.png,88.6,14.17,7.38
Tsukuba_f_0_36_10.png,88.59,14.17,7.38
Tsukuba_f_0_36_11.png,88.56,14.17,7.38
Tsukuba_f_0_36_12.png,88.6,14.17,7.38
Tsukuba_f_0_36_13.png,88.78,14.2,7.41
Tsukuba_f_0_36_14.png,88.68,14.17,7.38
Tsukuba_f_0_36_15.png,88.99,14.22,7.43
Tsukuba_f_0_36_16.png,87.33,15.83,9.04
Tsukuba_f_0_36_17.png,83.25,12.64,5.85
Tsukuba_f_0_36_18.png,88.63,14.18,7.39
Tsukuba_f_0_36_2.png,88.6,14.17,7.38
Tsukuba_f_0_36_3.png,88.6,14.17,7.38
Tsukuba_f_0_36_4.png,88.6,14.17,7.38
Tsukuba_f_0_36_5.png,88.59,14.17,7.38
Tsukuba_f_0_36_6.png,88.59,14.17,7.38
Tsukuba_f_0_36_7.png,88.58,14.17,7.38
Tsukuba_f_0_36_8.png,88.58,14.17,7.38
Tsukuba_f_0_36_9.png,88.58,14.17,7.38
Tsukuba_f_0_37_0.png,88.6,14.17,7.38
Tsukuba_f_0_37_1.png,88.6,14.17,7.38
Tsukuba_f_0_37_10.png,88.59,14.17,7.38
Tsukuba_f_0_37_11.png,88.55,14.16,7.37
Tsukuba_f_0_37_12.png,88.6,14.17,7.38
Tsukuba_f_0_37_13.png,88.78,14.2,7.41
Tsukuba_f_0_37_14.png,88.69,14.17,7.38
Tsukuba_f_0_37_15.png,88.99,14.22,7.43
Tsukuba_f_0_37_16.png,87.33,15.83,9.04
Tsukuba_f_0_37_17.png,83.25,12.64,5.85
Tsukuba_f_0_37_18.png,88.62,14.18,7.39
Tsukuba_f_0_37_2.png,88.6,14.17,7.38
Tsukuba_f_0_37_3.png,88.6,14.17,7.38
Tsukuba_f_0_37_4.png,88.6,14.17,7.38
Tsukuba_f_0_37_5.png,88.59,14.17,7.38
Tsukuba_f_0_37_6.png,88.59,14.17,7.38
Tsukuba_f_0_37_7.png,88.58,14.17,7.38
Tsukuba_f_0_37_8.png,88.58,14.17,7.38
Tsukuba_f_0_37_9.png,88.58,14.17,7.38
Tsukuba_f_0_38_0.png,88.6,14.17,7.38
Tsukuba_f_0_38_1.png,88.6,14.17,7.38
Tsukuba_f_0_38_10.png,88.59,14.17,7.38
Tsukuba_f_0_38_11.png,88.55,14.16,7.37
Tsukuba_f_0_38_12.png,88.6,14.17,7.38
Tsukuba_f_0_38_13.png,88.78,14.2,7.41
Tsukuba_f_0_38_14.png,88.69,14.17,7.38
Tsukuba_f_0_38_15.png,88.99,14.22,7.43
Tsukuba_f_0_38_16.png,87.33,15.83,9.04
Tsukuba_f_0_38_17.png,83.25,12.64,5.85
Tsukuba_f_0_38_18.png,88.62,14.18,7.39
Tsukuba_f_0_38_2.png,88.6,14.17,7.38
Tsukuba_f_0_38_3.png,88.6,14.17,7.38
Tsukuba_f_0_38_4.png,88.6,14.17,7.38
Tsukuba_f_0_38_5.png,88.59,14.17,7.38
Tsukuba_f_0_38_6.png,88.59,14.17,7.38
Tsukuba_f_0_38_7.png,88.58,14.17,7.38
Tsukuba_f_0_38_8.png,88.58,14.17,7.38
Tsukuba_f_0_38_9.png,88.58,14.17,7.38
Tsukuba_f_0_39_0.png,88.6,14.17,7.38
Tsukuba_f_0_39_1.png,88.6,14.17,7.38
Tsukuba_f_0_39_10.png,88.59,14.17,7.38
Tsukuba_f_0_39_11.png,88.53,14.16,7.37
Tsukuba_f_0_39_12.png,88.6,14.17,7.38
Tsukuba_f_0_39_13.png,88.78,14.2,7.41
Tsukuba_f_0_39_14.png,88.69,14.17,7.38
Tsukuba_f_0_39_15.png,88.99,14.22,7.43
Tsukuba_f_0_39_16.png,87.33,15.83,9.04
Tsukuba_f_0_39_17.png,83.25,12.64,5.85
Tsukuba_f_0_39_18.png,88.6,14.17,7.38
Tsukuba_f_0_39_2.png,88.6,14.17,7.38
Tsukuba_f_0_39_3.png,88.6,14.17,7.38
Tsukuba_f_0_39_4.png,88.6,14.17,7.38
Tsukuba_f_0_39_5.png,88.59,14.17,7.38
Tsukuba_f_0_39_6.png,88.58,14.17,7.38
Tsukuba_f_0_39_7.png,88.57,14.17,7.38
Tsukuba_f_0_39_8.png,88.58,14.17,7.38
Tsukuba_f_0_39_9.png,88.58,14.17,7.38
Tsukuba_f_0_3_0.png,88.6,14.17,7.38
Tsukuba_f_0_3_1.png,88.6,14.17,7.38
Tsukuba_f_0_3_10.png,88.77,14.26,7.47
Tsukuba_f_0_3_11.png,87.5,13.76,6.97
Tsukuba_f_0_3_12.png,87.87,13.95,7.16
Tsukuba_f_0_3_13.png,88.6,14.17,7.38
Tsukuba_f_0_3_14.png,88.6,14.17,7.38
Tsukuba_f_0_3_15.png,88.6,14.18,7.39
Tsukuba_f_0_3_16.png,88.6,14.17,7.38
Tsukuba_f_0_3_17.png,88.6,14.17,7.38
Tsukuba_f_0_3_18.png,88.6,14.17,7.38
Tsukuba_f_0_3_2.png,88.6,14.17,7.38
Tsukuba_f_0_3_3.png,88.6,14.17,7.38
Tsukuba_f_0_3_4.png,88.6,14.17,7.38
Tsukuba_f_0_3_5.png,88.61,14.17,7.38
Tsukuba_f_0_3_6.png,88.63,14.18,7.39
Tsukuba_f_0_3_7.png,88.66,14.18,7.4
Tsukuba_f_0_3_8.png,88.75,14.21,7.42
Tsukuba_f_0_3_9.png,88.63,14.21,7.42
Tsukuba_f_0_40_0.png,88.6,14.17,7.38
Tsukuba_f_0_40_1.png,88.6,14.17,7.38
Tsukuba_f_0_40_10.png,88.59,14.17,7.38
Tsukuba_f_0_40_11.png,88.53,14.16,7.37
Tsukuba_f_0_40_12.png,88.6,14.17,7.38
Tsukuba_f_0_40_13.png,88.78,14.2,7.41
Tsukuba_f_0_40_14.png,88.69,14.17,7.38
Tsukuba_f_0_40_15.png,88.99,14.22,7.43
Tsukuba_f_0_40_16.png,87.33,15.83,9.04
Tsukuba_f_0_40_17.png,83.25,12.64,5.85
Tsukuba_f_0_40_18.png,88.6,14.17,7.38
Tsukuba_f_0_40_2.png,88.6,14.17,7.38
Tsukuba_f_0_40_3.png,88.6,14.17,7.38
Tsukuba_f_0_40_4.png,88.6,14.17,7.38
Tsukuba_f_0_40_5.png,88.59,14.17,7.38
Tsukuba_f_0_40_6.png,88.58,14.17,7.38
Tsukuba_f_0_40_7.png,88.57,14.17,7.38
Tsukuba_f_0_40_8.png,88.58,14.17,7.38
Tsukuba_f_0_40_9.png,88.58,14.17,7.38
Tsukuba_f_0_41_0.png,88.6,14.17,7.38
Tsukuba_f_0_41_1.png,88.6,14.17,7.38
Tsukuba_f_0_41_10.png,88.79,14.42,7.63
Tsukuba_f_0_41_11.png,87.26,14.24,7.45
Tsukuba_f_0_41_12.png,86.97,13.72,6.93
Tsukuba_f_0_41_13.png,88.6,14.17,7.38
Tsukuba_f_0_41_14.png,88.6,14.17,7.38
Tsukuba_f_0_41_15.png,88.6,14.17,7.38
Tsukuba_f_0_41_16.png,88.6,14.17,7.38
Tsukuba_f_0_41_17.png,88.6,14.17,7.38
Tsukuba_f_0_41_18.png,88.6,14.17,7.38
Tsukuba_f_0_41_2.png,88.6,14.17,7.38
Tsukuba_f_0_41_3.png,88.6,14.17,7.38
Tsukuba_f_0_41_4.png,88.6,14.17,7.38
Tsukuba_f_0_41_5.png,88.6,14.17,7.38
Tsukuba_f_0_41_6.png,88.62,14.18,7.39
Tsukuba_f_0_41_7.png,88.64,14.19,7.4
Tsukuba_f_0_41_8.png,88.71,14.22,7.43
Tsukuba_f_0_41_9.png,88.67,14.26,7.47
Tsukuba_f_0_42_0.png,88.6,14.17,7.38
Tsukuba_f_0_42_1.png,88.6,14.17,7.38
Tsukuba_f_0_42_10.png,88.59,14.17,7.38
Tsukuba_f_0_42_11.png,88.54,14.17,7.38
Tsukuba_f_0_42_12.png,88.6,14.17,7.38
Tsukuba_f_0_42_13.png,88.78,14.2,7.41
Tsukuba_f_0_42_14.png,88.69,14.17,7.38
Tsukuba_f_0_42_15.png,88.99,14.22,7.43
Tsukuba_f_0_42_16.png,87.29,15.8,9.01
Tsukuba_f_0_42_17.png,83.1,12.61,5.82
Tsukuba_f_0_42_18.png,88.6,14.17,7.38
Tsukuba_f_0_42_2.png,88.6,14.17,7.38
Tsukuba_f_0_42_3.png,88.6,14.17,7.38
Tsukuba_f_0_42_4.png,88.6,14.17,7.38
Tsukuba_f_0_42_5.png,88.59,14.17,7.38
Tsukuba_f_0_42_6.png,88.58,14.17,7.38
Tsukuba_f_0_42_7.png,88.58,14.17,7.38
Tsukuba_f_0_42_8.png,88.58,14.17,7.38
Tsukuba_f_0_42_9.png,88.59,14.18,7.39
Tsukuba_f_0_43_0.png,88.6,14.17,7.38
Tsukuba_f_0_43_1.png,88.6,14.17,7.38
Tsukuba_f_0_43_10.png,88.6,14.17,7.38
Tsukuba_f_0_43_11.png,88.53,14.17,7.38
Tsukuba_f_0_43_12.png,88.6,14.17,7.38
Tsukuba_f_0_43_13.png,88.76,14.19,7.4
Tsukuba_f_0_43_14.png,88.69,14.17,7.38
Tsukuba_f_0_43_15.png,88.94,14.21,7.42
Tsukuba_f_0_43_16.png,87.37,15.83,9.04
Tsukuba_f_0_43_17.png,83.22,12.64,5.85
Tsukuba_f_0_43_18.png,88.6,14.17,7.38
Tsukuba_f_0_43_2.png,88.59,14.17,7.38
Tsukuba_f_0_43_3.png,88.59,14.17,7.38
Tsukuba_f_0_43_4.png,88.6,14.17,7.38
Tsukuba_f_0_43_5.png,88.59,14.17,7.38
Tsukuba_f_0_43_6.png,88.58,14.17,7.38
Tsukuba_f_0_43_7.png,88.58,14.17,7.38
Tsukuba_f_0_43_8.png,88.58,14.17,7.38
Tsukuba_f_0_43_9.png,88.58,14.17,7.39
Tsukuba_f_0_44_0.png,88.6,14.17,7.38
Tsukuba_f_0_44_1.png,88.6,14.17,7.38
Tsukuba_f_0_44_10.png,88.52,14.15,7.36
Tsukuba_f_0_44_11.png,88.73,14.23,7.44
Tsukuba_f_0_44_12.png,88.6,14.17,7.38
Tsukuba_f_0_44_13.png,88.76,14.19,7.4
Tsukuba_f_0_44_14.png,88.69,14.17,7.38
Tsukuba_f_0_44_15.png,88.92,14.2,7.41
Tsukuba_f_0_44_16.png,87.28,16.18,9.39
Tsukuba_f_0_44_17.png,83.3,12.85,6.06
Tsukuba_f_0_44_18.png,88.6,14.17,7.38
Tsukuba_f_0_44_2.png,88.59,14.17,7.38
Tsukuba_f_0_44_3.png,88.59,14.17,7.38
Tsukuba_f_0_44_4.png,88.59,14.17,7.38
Tsukuba_f_0_44_5.png,88.58,14.17,7.38
Tsukuba_f_0_44_6.png,88.56,14.17,7.38
Tsukuba_f_0_44_7.png,88.55,14.16,7.37
Tsukuba_f_0_44_8.png,88.56,14.17,7.38
Tsukuba_f_0_44_9.png,88.58,14.18,7.39
Tsukuba_f_0_45_0.png,88.6,14.17,7.38
Tsukuba_f_0_45_1.png,88.6,14.17,7.38
Tsukuba_f_0_45_10.png,88.53,14.15,7.36
Tsukuba_f_0_45_11.png,88.76,14.24,7.45
Tsukuba_f_0_45_12.png,88.6,14.17,7.38
Tsukuba_f_0_45_13.png,88.76,14.19,7.4
Tsukuba_f_0_45_14.png,88.69,14.17,7.38
Tsukuba_f_0_45_15.png,88.92,14.2,7.41
Tsukuba_f_0_45_16.png,87.23,16.16,9.38
Tsukuba_f_0_45_17.png,83.25,12.84,6.05
Tsukuba_f_0_45_18.png,88.6,14.17,7.38
Tsukuba_f_0_45_2.png,88.59,14.17,7.38
Tsukuba_f_0_45_3.png,88.59,14.17,7.38
Tsukuba_f_0_45_4.png,88.59,14.17,7.38
Tsukuba_f_0_45_5.png,88.58,14.17,7.38
Tsukuba_f_0_45_6.png,88.57,14.17,7.38
Tsukuba_f_0_45_7.png,88.55,14.16,7.37
Tsukuba_f_0_45_8.png,88.56,14.17,7.38
Tsukuba_f_0_45_9.png,88.57,14.18,7.39
Tsukuba_f_0_46_0.png,88.6,14.17,7.38
Tsukuba_f_0_46_1.png,88.6,14.17,7.38
Tsukuba_f_0_46_10.png,88.51,14.14,7.35
Tsukuba_f_0_46_11.png,88.65,14.2,7.41
Tsukuba_f_0_46_12.png,88.6,14.17,7.38
Tsukuba_f_0_46_13.png,88.76,14.19,7.4
Tsukuba_f_0_46_14.png,88.69,14.17,7.38
Tsukuba_f_0_46_15.png,88.92,14.2,7.41
Tsukuba_f_0_46_16.png,87.34,16.23,9.44
Tsukuba_f_0_46_17.png,83.43,12.89,6.1
Tsukuba_f_0_46_18.png,88.6,14.17,7.38
Tsukuba_f_0_46_2.png,88.59,14.17,7.38
Tsukuba_f_0_46_3.png,88.59,14.17,7.38
Tsukuba_f_0_46_4.png,88.59,14.17,7.38
Tsukuba_f_0_46_5.png,88.58,14.17,7.38
Tsukuba_f_0_46_6.png,88.56,14.16,7.38
Tsukuba_f_0_46_7.png,88.55,14.16,7.37
Tsukuba_f_0_46_8.png,88.54,14.16,7.37
Tsukuba_f_0_46_9.png,88.53,14.17,7.38
Tsukuba_f_0_47_0.png,88.6,14.17,7.38
Tsukuba_f_0_47_1.png,88.6,14.17,7.38
Tsukuba_f_0_47_10.png,88.51,14.14,7.35
Tsukuba_f_0_47_11.png,88.66,14.18,7.39
Tsukuba_f_0_47_12.png,88.6,14.17,7.38
Tsukuba_f_0_47_13.png,88.76,14.19,7.4
Tsukuba_f_0_47_14.png,88.69,14.17,7.38
Tsukuba_f_0_47_15.png,88.92,14.2,7.41
Tsukuba_f_0_47_16.png,87.22,16.21,9.42
Tsukuba_f_0_47_17.png,83.3,12.87,6.08
Tsukuba_f_0_47_18.png,88.6,14.17,7.38
Tsukuba_f_0_47_2.png,88.59,14.17,7.38
Tsukuba_f_0_47_3.png,88.59,14.17,7.38
Tsukuba_f_0_47_4.png,88.59,14.17,7.38
Tsukuba_f_0_47_5.png,88.58,14.17,7.38
Tsukuba_f_0_47_6.png,88.57,14.16,7.38
Tsukuba_f_0_47_7.png,88.55,14.16,7.37
Tsukuba_f_0_47_8.png,88.57,14.16,7.38
Tsukuba_f_0_47_9.png,88.55,14.17,7.38
Tsukuba_f_0_48_0.png,88.6,14.17,7.38
Tsukuba_f_0_48_1.png,88.6,14.17,7.38
Tsukuba_f_0_48_10.png,88.61,14.17,7.38
Tsukuba_f_0_48_11.png,89.77,13.91,7.12
Tsukuba_f_0_48_12.png,88.6,14.17,7.38
Tsukuba_f_0_48_13.png,88.76,14.19,7.4
Tsukuba_f_0_48_14.png,88.69,14.17,7.38
Tsukuba_f_0_48_15.png,88.92,14.2,7.41
Tsukuba_f_0_48_16.png,87.25,16.23,9.44
Tsukuba_f_0_48_17.png,83.34,12.89,6.1
Tsukuba_f_0_48_18.png,88.6,14.17,7.38
Tsukuba_f_0_48_2.png,88.59,14.17,7.38
Tsukuba_f_0_48_3.png,88.59,14.17,7.38
Tsukuba_f_0_48_4.png,88.59,14.17,7.38
Tsukuba_f_0_48_5.png,88.58,14.17,7.38
Tsukuba_f_0_48_6.png,88.57,14.17,7.38
Tsukuba_f_0_48_7.png,88.55,14.16,7.37
Tsukuba_f_0_48_8.png,88.56,14.16,7.37
Tsukuba_f_0_48_9.png,88.57,14.17,7.38
Tsukuba_f_0_49_0.png,88.6,14.17,7.38
Tsukuba_f_0_49_1.png,88.6,14.17,7.38
Tsukuba_f_0_49_10.png,88.65,14.17,7.38
Tsukuba_f_0_49_11.png,89.85,13.92,7.13
Tsukuba_f_0_49_12.png,88.6,14.17,7.38
Tsukuba_f_0_49_13.png,88.76,14.19,7.4
Tsukuba_f_0_49_14.png,88.69,14.17,7.38
Tsukuba_f_0_49_15.png,88.87,14.19,7.4
Tsukuba_f_0_49_16.png,87.25,16.23,9.44
Tsukuba_f_0_49_17.png,84.19,12.99,6.2
Tsukuba_f_0_49_18.png,88.6,14.17,7.38
Tsukuba_f_0_49_2.png,88.59,14.17,7.38
Tsukuba_f_0_49_3.png,88.59,14.17,7.38
Tsukuba_f_0_49_4.png,88.59,14.17,7.38
Tsukuba_f_0_49_5.png,88.58,14.17,7.38
Tsukuba_f_0_49_6.png,88.57,14.17,7.38
Tsukuba_f_0_49_7.png,88.55,14.16,7.37
Tsukuba_f_0_49_8.png,88.56,14.16,7.37
Tsukuba_f_0_49_9.png,88.57,14.17,7.38
Tsukuba_f_0_4_0.png,88.6,14.17,7.38
Tsukuba_f_0_4_1.png,88.6,14.17,7.38
Tsukuba_f_0_4_10.png,88.6,14.17,7.38
Tsukuba_f_0_4_11.png,88.6,14.17,7.38
Tsukuba_f_0_4_12.png,88.6,14.17,7.38
Tsukuba_f_0_4_13.png,88.78,14.2,7.41
Tsukuba_f_0_4_14.png,88.68,14.17,7.38
Tsukuba_f_0_4_15.png,88.99,14.22,7.43
Tsukuba_f_0_4_16.png,87.33,15.82,9.04
Tsukuba_f_0_4_17.png,83.25,12.64,5.85
Tsukuba_f_0_4_18.png,88.61,14.18,7.39
Tsukuba_f_0_4_2.png,88.6,14.17,7.38
Tsukuba_f_0_4_3.png,88.6,14.17,7.38
Tsukuba_f_0_4_4.png,88.6,14.17,7.38
Tsukuba_f_0_4_5.png,88.6,14.17,7.38
Tsukuba_f_0_4_6.png,88.6,14.17,7.38
Tsukuba_f_0_4_7.png,88.6,14.17,7.38
Tsukuba_f_0_4_8.png,88.6,14.17,7.38
Tsukuba_f_0_4_9.png,88.6,14.17,7.38
Tsukuba_f_0_50_0.png,88.6,14.17,7.38
Tsukuba_f_0_50_1.png,88.6,14.17,7.38
Tsukuba_f_0_50_10.png,88.69,14.14,7.35
Tsukuba_f_0_50_11.png,89.07,13.73,6.94
Tsukuba_f_0_50_12.png,88.63,14.18,7.39
Tsukuba_f_0_50_13.png,88.76,14.19,7.4
Tsukuba_f_0_50_14.png,88.64,14.17,7.38
Tsukuba_f_0_50_15.png,88.74,14.18,7.39
Tsukuba_f_0_50_16.png,87.25,16.23,9.44
Tsukuba_f_0_50_17.png,85.67,13.15,6.36
Tsukuba_f_0_50_18.png,88.6,14.17,7.38
Tsukuba_f_0_50_2.png,88.6,14.17,7.38
Tsukuba_f_0_50_3.png,88.6,14.17,7.38
Tsukuba_f_0_50_4.png,88.59,14.17,7.38
Tsukuba_f_0_50_5.png,88.58,14.17,7.38
Tsukuba_f_0_50_6.png,88.57,14.16,7.37
Tsukuba_f_0_50_7.png,88.56,14.16,7.37
Tsukuba_f_0_50_8.png,88.56,14.16,7.37
Tsukuba_f_0_50_9.png,88.54,14.15,7.36
Tsukuba_f_0_51_0.png,88.6,14.17,7.38
Tsukuba_f_0_51_1.png,88.6,14.17,7.38
Tsukuba_f_0_51_10.png,88.89,14.15,7.36
Tsukuba_f_0_51_11.png,88.99,13.65,6.86
Tsukuba_f_0_51_12.png,88.7,14.2,7.41
Tsukuba_f_0_51_13.png,88.6,14.17,7.38
Tsukuba_f_0_51_14.png,88.64,14.17,7.38
Tsukuba_f_0_51_15.png,88.54,14.16,7.37
Tsukuba_f_0_51_16.png,87.25,16.23,9.44
Tsukuba_f_0_51_17.png,91.18,13.83,7.04
Tsukuba_f_0_51_18.png,88.6,14.17,7.38
Tsukuba_f_0_51_2.png,88.6,14.17,7.38
Tsukuba_f_0_51_3.png,88.6,14.17,7.38
Tsukuba_f_0_51_4.png,88.59,14.17,7.38
Tsukuba_f_0_51_5.png,88.58,14.17,7.38
Tsukuba_f_0_51_6.png,88.57,14.16,7.37
Tsukuba_f_0_51_7.png,88.56,14.16,7.37
Tsukuba_f_0_51_8.png,88.58,14.16,7.37
Tsukuba_f_0_51_9.png,88.57,14.14,7.35
Tsukuba_f_0_52_0.png,88.6,14.17,7.38
Tsukuba_f_0_52_1.png,88.6,14.17,7.38
Tsukuba_f_0_52_10.png,88.76,14.42,7.63
Tsukuba_f_0_52_11.png,87.37,14.38,7.59
Tsukuba_f_0_52_12.png,86.77,13.67,6.88
Tsukuba_f_0_52_13.png,88.6,14.17,7.38
Tsukuba_f_0_52_14.png,88.6,14.17,7.38
Tsukuba_f_0_52_15.png,88.6,14.17,7.38
Tsukuba_f_0_52_16.png,88.6,14.17,7.38
Tsukuba_f_0_52_17.png,88.6,14.17,7.38
Tsukuba_f_0_52_18.png,88.6,14.17,7.38
Tsukuba_f_0_52_2.png,88.6,14.17,7.38
Tsukuba_f_0_52_3.png,88.6,14.17,7.38
Tsukuba_f_0_52_4.png,88.6,14.17,7.38
Tsukuba_f_0_52_5.png,88.6,14.17,7.38
Tsukuba_f_0_52_6.png,88.62,14.18,7.39
Tsukuba_f_0_52_7.png,88.64,14.19,7.4
Tsukuba_f_0_52_8.png,88.71,14.22,7.43
Tsukuba_f_0_52_9.png,88.67,14.26,7.47
Tsukuba_f_0_53_0.png,88.6,14.17,7.38
Tsukuba_f_0_53_1.png,88.6,14.17,7.38
Tsukuba_f_0_53_10.png,88.87,14.16,7.37
Tsukuba_f_0_53_11.png,88.69,13.6,6.81
Tsukuba_f_0_53_12.png,88.76,14.21,7.42
Tsukuba_f_0_53_13.png,88.6,14.17,7.38
Tsukuba_f_0_53_14.png,88.64,14.17,7.38
Tsukuba_f_0_53_15.png,88.49,14.16,7.37
Tsukuba_f_0_53_16.png,87.25,16.23,9.44
Tsukuba_f_0_53_17.png,91.52,13.88,7.09
Tsukuba_f_0_53_18.png,88.6,14.17,7.38
Tsukuba_f_0_53_2.png,88.59,14.17,7.38
Tsukuba_f_0_53_3.png,88.6,14.17,7.38
Tsukuba_f_0_53_4.png,88.59,14.17,7.38
Tsukuba_f_0_53_5.png,88.59,14.17,7.38
Tsukuba_f_0_53_6.png,88.59,14.17,7.38
Tsukuba_f_0_53_7.png,88.57,14.16,7.37
Tsukuba_f_0_53_8.png,88.58,14.16,7.37
Tsukuba_f_0_53_9.png,88.57,14.15,7.36
Tsukuba_f_0_54_0.png,88.6,14.17,7.38
Tsukuba_f_0_54_1.png,88.6,14.17,7.38
Tsukuba_f_0_54_10.png,88.97,14.16,7.37
Tsukuba_f_0_54_11.png,87.01,13.75,6.96
Tsukuba_f_0_54_12.png,88.78,14.21,7.42
Tsukuba_f_0_54_13.png,88.59,14.17,7.38
Tsukuba_f_0_54_14.png,88.63,14.17,7.38
Tsukuba_f_0_54_15.png,88.49,14.16,7.37
Tsukuba_f_0_54_16.png,87.25,16.23,9.44
Tsukuba_f_0_54_17.png,91.36,13.87,7.08
Tsukuba_f_0_54_18.png,88.6,14.17,7.38
Tsukuba_f_0_54_2.png,88.6,14.17,7.38
Tsukuba_f_0_54_3.png,88.6,14.17,7.38
Tsukuba_f_0_54_4.png,88.59,14.17,7.38
Tsukuba_f_0_54_5.png,88.59,14.17,7.38
Tsukuba_f_0_54_6.png,88.6,14.17,7.38
Tsukuba_f_0_54_7.png,88.58,14.17,7.38
Tsukuba_f_0_54_8.png,88.58,14.16,7.37
Tsukuba_f_0_54_9.png,88.57,14.15,7.36
Tsukuba_f_0_55_0.png,88.6,14.17,7.38
Tsukuba_f_0_55_1.png,88.6,14.17,7.38
Tsukuba_f_0_55_10.png,88.94,14.17,7.38
Tsukuba_f_0_55_11.png,86.52,13.7,6.91
Tsukuba_f_0_55_12.png,88.83,14.22,7.43
Tsukuba_f_0_55_13.png,88.59,14.17,7.38
Tsukuba_f_0_55_14.png,88.64,14.17,7.39
Tsukuba_f_0_55_15.png,88.49,14.16,7.37
Tsukuba_f_0_55_16.png,87.25,16.23,9.44
Tsukuba_f_0_55_17.png,91.35,13.86,7.08
Tsukuba_f_0_55_18.png,88.6,14.17,7.38
Tsukuba_f_0_55_2.png,88.6,14.17,7.38
Tsukuba_f_0_55_3.png,88.6,14.17,7.38
